,Parameter,Difference
262,Non-decision Time,-0.05102248127553932
263,Non-decision Time,-0.059789013208600694
264,Non-decision Time,-0.0805315684473285
265,Non-decision Time,-0.0490441907958859
266,Non-decision Time,0.01405192677465572
267,Non-decision Time,-0.06980980503186657
268,Non-decision Time,0.1735274295326463
269,Non-decision Time,-0.04957205576429041
270,Non-decision Time,-0.01927714539202008
271,Non-decision Time,-0.11460466263670793
272,Non-decision Time,-0.12480629460973802
273,Non-decision Time,-0.08732989534485841
274,Non-decision Time,-0.07348838952269987
275,Non-decision Time,-0.1140457523706429
276,Non-decision Time,-0.13378000650139082
277,Non-decision Time,-0.19132651168628878
278,Non-decision Time,-0.1505175698233928
279,Non-decision Time,-0.1894812089185424
280,Non-decision Time,-0.15792790367423232
281,Non-decision Time,-0.190284518344082
282,Non-decision Time,-0.011108423526237088
283,Non-decision Time,-0.08662635810066305
284,Non-decision Time,-0.1254455313700903
285,Non-decision Time,-0.0985863153956848
286,Non-decision Time,-0.07810965764522881
287,Non-decision Time,-0.02429135199592508
